time_s,resultant
50.51,3.077677461
50.52,0.601557193
50.53,1.003993034
50.54,0.608457066
50.55,2.108112668
50.56,1.619936645
50.57,0.778946163
50.58,0.723454154
50.59,0.81850997
50.6,0.766140803
50.61,0.574751481
50.62,0.516823187
50.63,0.524935024
50.64,0.48778968
50.65,0.378921763
50.66,0.227711871
50.67,0.121671164
50.68,0.300450834
50.69,0.51422762
50.7,0.706231859
50.71,0.943300502
50.72,1.154748831
50.73,1.302826651
50.74,1.392113209
50.75,1.48740152
50.76,1.334559669
50.77,1.027770371
50.78,0.778718937
50.79,0.63087751
50.8,0.684090824
50.81,0.876163177
50.82,1.031779588
50.83,1.156214639
50.84,1.088013119
50.85,0.33283646
50.86,2.068543054
50.87,3.039431619
50.88,1.544579412
50.89,0.661361103
50.9,0.432306439
50.91,0.843082171
50.92,1.348244137
50.93,1.093239655
50.94,0.85465469
50.95,0.764117578
50.96,0.712834596
50.97,0.567635242
50.98,0.483591139
50.99,0.48922148
51,0.460501635
51.01,0.363893304
51.02,0.234966376
51.03,0.162026737
51.04,0.213506989
51.05,0.381440478
51.06,0.558978152
51.07,0.756296685
51.08,0.969330256
51.09,1.167428675
51.1,1.306755568
51.11,1.359001218
51.12,1.275594844
51.13,1.070805216
51.14,0.865866544
51.15,0.732370989
51.16,0.679912307
51.17,0.730904859
51.18,0.899344691
51.19,1.011423491
51.2,0.972698682
51.21,0.602943337
51.22,1.204780863
51.23,2.875220021
51.24,2.447231374
51.25,0.509950483
51.26,0.955913734
51.27,0.494853025
51.28,1.599056818
51.29,1.861901249
51.3,0.877865666
51.31,0.72486114
51.32,0.910150103
51.33,0.831245826
51.34,0.65119081
51.35,0.517593697
51.36,0.594975453
51.37,0.552830544
51.38,0.438322039
51.39,0.284122437
51.4,0.155462464
51.41,0.126546434
51.42,0.276077392
51.43,0.488289368
51.44,0.798904934
51.45,1.025885564
51.46,1.163254947
51.47,1.37165874
51.48,1.471094814
51.49,1.394789235
51.5,1.1216935
51.51,0.713244746
51.52,0.50915853
51.53,0.786826262
51.54,0.921362195
51.55,1.074878104
51.56,1.199388597
51.57,1.119265027
51.58,0.550877264
51.59,1.996844814
51.6,3.40860874
51.61,2.595244904
51.62,0.922661752
51.63,0.872566757
51.64,0.642947631
51.65,1.951000221
51.66,1.360466181
51.67,0.814313018
51.68,0.766682112
51.69,0.564451614
51.7,0.411656943
51.71,0.469974889
51.72,0.554637441
51.73,0.543978172
51.74,0.415046555
51.75,0.255795967
51.76,0.19802454
51.77,0.424639889
51.78,0.693802821
51.79,0.89562443
51.8,1.104758543
51.81,1.268745111
51.82,1.351176981
51.83,1.363425043
51.84,1.322388901
51.85,1.252882523
51.86,1.02115292
51.87,0.78811163
51.88,0.619062201
51.89,0.626712219
51.9,0.812515886
51.91,0.999307096
51.92,1.053604075
51.93,0.801432928
51.94,0.831855013
51.95,3.429954674
51.96,2.590352838
51.97,0.89673746
51.98,1.26776751
51.99,0.657285674
52,2.136258048
52.01,2.425533908
52.02,1.03437775
52.03,0.757814795
52.04,0.870360721
52.05,0.811208907
52.06,0.698147405
52.07,0.597001232
52.08,0.532541987
52.09,0.532631926
52.1,0.46887523
52.11,0.299364864
52.12,0.167718675
52.13,0.22390004
52.14,0.389981169
52.15,0.593677756
52.16,0.85781153
52.17,1.086850743
52.18,1.232106528
52.19,1.223543231
52.2,1.336757945
52.21,1.307780272
52.22,1.068162106
52.23,0.744485664
52.24,0.671082389
52.25,0.74779394
52.26,0.993018636
52.27,1.125566391
52.28,1.071679835
52.29,0.786962876
52.3,0.676220041
52.31,2.462391022
52.32,2.549508469
52.33,1.323521616
52.34,0.803093585
52.35,0.316453734
52.36,1.397777894
52.37,1.652085116
52.38,1.058736457
52.39,0.930887251
52.4,0.767890439
52.41,0.502548225
52.42,0.438103656
52.43,0.469333101
52.44,0.370011844
52.45,0.269225306
52.46,0.233958371
52.47,0.252935327
52.48,0.300510487
52.49,0.499167946
52.5,0.76887239
52.51,1.012495431
52.52,1.226388845
52.53,1.360133951
52.54,1.464218967
52.55,1.522824699
52.56,1.405822333
52.57,1.084005467
52.58,0.81402604
52.59,0.61970063
52.6,0.495954526
52.61,0.653472186
52.62,0.916973356
52.63,1.076561654
52.64,1.035491412
52.65,0.583342591
52.66,2.13911596
52.67,3.672929723
52.68,1.467543021
52.69,0.727930734
52.7,0.545421576
52.71,1.484477048
52.72,1.796488124
52.73,0.947168784
52.74,0.858146377
52.75,0.977349145
52.76,0.805619432
52.77,0.6703511
52.78,0.597178843
52.79,0.581226909
52.8,0.525890715
52.81,0.460441508
52.82,0.318295685
52.83,0.166790383
52.84,0.203176041
52.85,0.388806798
52.86,0.662888574
52.87,0.977405549
52.88,1.161749331
52.89,1.233085125
52.9,1.290887336
52.91,1.364325934
52.92,1.105246772
52.93,0.788954108
52.94,0.634396425
52.95,0.625885439
52.96,0.705648611
52.97,0.820717417
52.98,0.943784849
52.99,1.031400849
53,0.960857138
53.01,0.451055339
53.02,2.22554824
53.03,2.621922152
53.04,1.204058279
53.05,0.969209087
53.06,0.795114714
53.07,0.811927143
53.08,1.691865887
53.09,1.222337654
53.1,0.804575477
53.11,0.713878713
53.12,0.648523363
53.13,0.540204595
53.14,0.505243876
53.15,0.514892825
53.16,0.465511377
53.17,0.303922036
53.18,0.14856388
53.19,0.186284279
53.2,0.331525077
53.21,0.560849506
53.22,0.850446059
53.23,1.055132998
53.24,1.246496997
53.25,1.455593253
53.26,1.535273569
53.27,1.479413005
53.28,1.28060575
53.29,1.019688648
53.3,0.794082124
53.31,0.663153118
53.32,0.549387854
53.33,0.65949322
53.34,0.842149382
53.35,0.854342126
53.36,0.61524915
53.37,1.795902415
53.38,2.722190297
53.39,1.794796319
53.4,0.409943359
53.41,1.000032014
53.42,0.604467558
53.43,1.778740559
53.44,1.924101711
53.45,0.932137433
53.46,0.975551096
53.47,0.930539938
53.48,0.636202224
53.49,0.564486785
53.5,0.524029242
53.51,0.520960842
53.52,0.458172872
53.53,0.348575699
53.54,0.232539748
53.55,0.166913654
53.56,0.191477442
53.57,0.327706588
53.58,0.559438854
53.59,0.766390143
53.6,0.982319758
53.61,1.173882932
53.62,1.297063597
53.63,1.411848748
53.64,1.269669868
53.65,0.946433444
53.66,0.773607627
53.67,0.733779462
53.68,0.738858368
53.69,0.897167005
53.7,1.038206602
53.71,1.094101658
53.72,1.071152034
53.73,0.714696411
53.74,1.9076494
53.75,3.510536985
53.76,2.323783922
53.77,1.335605912
53.78,0.693891395
53.79,0.798610294
53.8,1.544859122
53.81,1.147007555
53.82,0.932101663
53.83,0.813185671
53.84,0.516876667
53.85,0.370543311
53.86,0.420879897
53.87,0.477867229
53.88,0.477097605
53.89,0.403276674
53.9,0.303339262
53.91,0.206083667
53.92,0.128759689
53.93,0.288596429
53.94,0.518215194
53.95,0.743907593
53.96,0.955583502
53.97,1.201198309
53.98,1.337411452
53.99,1.412926421
54,1.43557163
54.01,1.372300954
54.02,1.178562361
54.03,0.85712896
54.04,0.625368361
54.05,0.551599426
54.06,0.64095041
54.07,0.824480265
54.08,0.955921125
54.09,0.860264698
54.1,0.423007326
54.11,2.07378816
54.12,3.477226436
54.13,1.367541645
54.14,0.421863054
54.15,0.806883774
54.16,0.832547192
54.17,1.969465254
54.18,1.56622291
54.19,0.822477297
54.2,0.810944768
54.21,0.786690345
54.22,0.698754869
54.23,0.705790882
54.24,0.615446197
54.25,0.486495273
54.26,0.403958404
54.27,0.315519777
54.28,0.214773444
54.29,0.126248304
54.3,0.162772459
54.31,0.343474102
54.32,0.553393876
54.33,0.801314245
54.34,1.014156775
54.35,1.170029869
54.36,1.253294642
54.37,1.247978536
54.38,1.125323356
54.39,0.946221809
54.4,0.819421556
54.41,0.751599735
54.42,0.686818243
54.43,0.729878915
54.44,0.866809164
54.45,0.972771092
54.46,0.965441842
54.47,0.555721743
54.48,1.428213947
54.49,3.263353774
54.5,2.017644782
54.51,0.88862293
54.52,0.558550821
54.53,0.619808084
54.54,1.555147372
54.55,1.377445501
54.56,0.956631542
54.57,0.875628151
54.58,0.61520201
54.59,0.505792233
54.6,0.508708348
54.61,0.512050289
54.62,0.434167531
54.63,0.337060749
54.64,0.237536245
54.65,0.19534591
54.66,0.250704621
54.67,0.42755983
54.68,0.647378932
54.69,0.874008958
54.7,1.023545504
54.71,1.197942019
54.72,1.345769473
54.73,1.431451306
54.74,1.395398402
54.75,1.222202603
54.76,0.978281807
54.77,0.690175122
54.78,0.534487972
54.79,0.579291123
54.8,0.788805936
54.81,0.925290217
54.82,0.966873061
54.83,0.803739381
54.84,1.021084064
54.85,2.96110605
54.86,2.094770988
54.87,0.610357478
54.88,0.569308167
54.89,0.47262562
54.9,1.679839809
54.91,1.541130419
54.92,1.043077611
54.93,1.044177449
54.94,0.930716907
54.95,0.722901849
54.96,0.647537459
54.97,0.717756335
54.98,0.63576655
54.99,0.462728487
55,0.367923821
55.01,0.293477588
55.02,0.197807275
55.03,0.241427995
55.04,0.374054957
55.05,0.519806757
55.06,0.698559146
55.07,0.936490192
55.08,1.159438569
55.09,1.28126044
55.1,1.334767816
55.11,1.221387548
55.12,1.019711217
55.13,0.883286227
55.14,0.782943788
55.15,0.751105435
55.16,0.724627578
55.17,0.78578707
55.18,0.914099548
55.19,0.95587162
55.2,0.898654008
55.21,0.611903067
55.22,2.983305109
55.23,3.01422042
55.24,1.219956838
55.25,0.959365055
55.26,0.318868436
55.27,1.368599786
55.28,1.603582955
55.29,1.002544257
55.3,0.839691808
55.31,0.65282339
55.32,0.499545152
55.33,0.482399122
55.34,0.533633487
55.35,0.522173043
55.36,0.458702837
55.37,0.3792687
55.38,0.239368928
55.39,0.148106083
55.4,0.314294456
55.41,0.550298986
55.42,0.735145173
55.43,0.999245007
55.44,1.138281674
55.45,1.224134371
55.46,1.333687739
55.47,1.440761819
55.48,1.379319767
55.49,1.139011172
55.5,0.913947828
55.51,0.730126767
55.52,0.611088108
55.53,0.625625703
55.54,0.754610976
55.55,0.824837271
55.56,0.708256037
55.57,0.476934638
55.58,2.046018922
55.59,3.336280072
55.6,1.336756271
55.61,1.1388253
55.62,0.974613114
55.63,0.899144013
55.64,2.160065208
55.65,1.405650821
55.66,0.816647168
55.67,0.841714346
55.68,0.694325484
55.69,0.772443074
55.7,0.788700908
55.71,0.71044603
55.72,0.646125115
55.73,0.56616689
55.74,0.41543868
55.75,0.2711219
55.76,0.229154918
55.77,0.346344022
55.78,0.527578094
55.79,0.702753996
55.8,0.898267694
55.81,1.039395668
55.82,1.184680982
55.83,1.231386744
55.84,1.17086876
55.85,1.144739761
55.86,1.071927907
55.87,0.960650259
55.88,0.766603459
55.89,0.664364598
55.9,0.717600429
55.91,0.786746168
55.92,0.832192903
55.93,0.690396267
55.94,0.612969343
55.95,2.991199671
55.96,2.54258308
55.97,1.006936786
55.98,1.153359783
55.99,0.303630705
56,0.990772552
56.01,1.390016974
56.02,1.057398768
56.03,0.8239155
56.04,0.667125275
56.05,0.466132873
56.06,0.477655183
56.07,0.53355651
56.08,0.550741325
56.09,0.518079698
56.1,0.413148314
56.11,0.276959691
56.12,0.262133734
56.13,0.406529338
56.14,0.573238029
56.15,0.724151518
56.16,0.978483115
56.17,1.091510828
56.18,1.159405798
56.19,1.19771487
56.2,1.216584876
56.21,1.212156661
56.22,1.06694756
56.23,0.890751966
56.24,0.786261571
56.25,0.748551418
56.26,0.83426236
56.27,0.909318986
56.28,0.897091174
56.29,0.715198268
56.3,0.884523472
56.31,2.879316194
56.32,2.692702376
56.33,0.844028889
56.34,1.252207579
56.35,0.320645682
56.36,1.865172947
56.37,1.770803629
56.38,0.94062328
56.39,0.841305137
56.4,0.858174632
56.41,0.774112836
56.42,0.713150516
56.43,0.577745905
56.44,0.503210757
56.45,0.450423851
56.46,0.318982531
56.47,0.218031813
56.48,0.232139551
56.49,0.376168076
56.5,0.578951119
56.51,0.758901388
56.52,0.898813245
56.53,1.024777349
56.54,1.08629188
56.55,1.095498398
56.56,1.050225159
56.57,0.981931844
56.58,0.8990299
56.59,0.840039569
56.6,0.791229149
56.61,0.771892078
56.62,0.83028471
56.63,0.935000268
56.64,1.066408271
56.65,1.136426411
56.66,1.020227776
56.67,0.478760871
56.68,2.71639103
56.69,3.438615758
56.7,1.49943215
56.71,0.919965487
56.72,0.744038226
56.73,0.872548394
56.74,1.557418978
56.75,1.227006563
56.76,0.810854941
56.77,0.839188633
56.78,0.642842382
56.79,0.564293509
56.8,0.577917009
56.81,0.516106184
56.82,0.438170258
56.83,0.345208479
56.84,0.279063918
56.85,0.204264801
56.86,0.18688393
56.87,0.303260954
56.88,0.479348569
56.89,0.703555015
56.9,0.95742389
56.91,1.206004511
56.92,1.386035815
56.93,1.420981973
56.94,1.276305431
56.95,1.137778833
56.96,0.927137651
56.97,0.730424842
56.98,0.603664462
56.99,0.578091971
57,0.667502591
57.01,0.790652262
57.02,0.822540258
57.03,0.483338029
57.04,1.195140581
57.05,2.346622408
57.06,1.644236748
57.07,1.03127916
57.08,0.424742365
57.09,1.081113591
57.1,1.083526305
57.11,1.720580295
57.12,1.018717428
57.13,0.996374132
57.14,1.022040288
57.15,0.653853288
57.16,0.538333133
57.17,0.589501852
57.18,0.482254406
57.19,0.376363522
57.2,0.311608301
57.21,0.230708184
57.22,0.137164302
57.23,0.087906812
57.24,0.170076678
57.25,0.347351576
57.26,0.551242497
57.27,0.812132595
57.28,1.050149436
57.29,1.166414332
57.3,1.164502835
57.31,1.087514098
57.32,1.00472519
57.33,0.901510224
57.34,0.808298118
57.35,0.780121664
57.36,0.81783183
57.37,0.904839758
57.38,0.953555066
57.39,0.991256771
57.4,0.901338263
57.41,0.471773663
57.42,2.851694211
57.43,2.946324896
57.44,1.389644737
57.45,1.144100099
57.46,0.606553565
57.47,0.81545274
57.48,1.508378601
57.49,1.12816941
57.5,0.86017745
57.51,0.832122029
57.52,0.557676683
57.53,0.393154187
57.54,0.381821218
57.55,0.411771227
57.56,0.449066115
57.57,0.384958121
57.58,0.298568609
57.59,0.213403363
57.6,0.201483078
57.61,0.364265945
57.62,0.613139609
57.63,0.857928522
57.64,1.099363923
57.65,1.298513081
57.66,1.413568994
57.67,1.477055469
57.68,1.431857163
57.69,1.206636409
57.7,0.986994567
57.71,0.743253453
57.72,0.548749349
57.73,0.516126111
57.74,0.687231685
57.75,0.875703465
57.76,0.841130189
57.77,0.36710132
57.78,1.567704102
57.79,3.08325937
57.8,1.583680419
57.81,0.400122607
57.82,0.883712824
57.83,0.585185659
57.84,1.558088238
57.85,1.6051391
57.86,0.946792525
57.87,0.844634713
57.88,0.883883817
57.89,0.772162187
57.9,0.718056014
57.91,0.603174723
57.92,0.539550078
57.93,0.539514335
57.94,0.469152913
57.95,0.381003269
57.96,0.268988766
57.97,0.17714449
57.98,0.308894057
57.99,0.494946468
58,0.69641594
58.01,0.90840859
58.02,1.089628431
58.03,1.251860278
58.04,1.278390687
58.05,1.130885496
58.06,0.969125947
58.07,0.883269679
58.08,0.820123631
58.09,0.773671769
58.1,0.735113779
58.11,0.81335301
58.12,0.970577596
58.13,1.071612048
58.14,0.979666522
58.15,0.419235741
58.16,1.931526398
58.17,3.518262277
58.18,1.369226754
58.19,0.625413861
58.2,0.340306298
58.21,0.720200467
58.22,1.384996944
58.23,1.354764052
58.24,0.912389357
58.25,0.852358004
58.26,0.719656805
58.27,0.548888975
58.28,0.512301799
58.29,0.545852452
58.3,0.512510711
58.31,0.425540622
58.32,0.308084224
58.33,0.178097483
58.34,0.065678291
58.35,0.208769883
58.36,0.503525858
58.37,0.725178683
58.38,0.921223049
58.39,1.0774552
58.4,1.28129378
58.41,1.395707568
58.42,1.424065548
58.43,1.335846819
58.44,1.147111992
58.45,0.882348833
58.46,0.684810676
58.47,0.54119893
58.48,0.625381825
58.49,0.788896479
58.5,0.909105251
58.51,0.918772912
58.52,0.59526214
58.53,1.24538763
58.54,2.630764872
58.55,2.301633329
58.56,0.678103946
58.57,0.544304555
58.58,0.431777943
58.59,1.769426818
58.6,1.480722245
58.61,0.956634774
58.62,1.198256238
58.63,0.88171733
58.64,0.564874889
58.65,0.592119595
58.66,0.662459915
58.67,0.543620339
58.68,0.464494077
58.69,0.359101421
58.7,0.212332615
58.71,0.095740201
58.72,0.201247409
58.73,0.368996695
58.74,0.592345826
58.75,0.870799284
58.76,1.095917713
58.77,1.231521625
58.78,1.31924926
58.79,1.254244507
58.8,1.053317276
58.81,0.927521094
58.82,0.849214438
58.83,0.806086224
58.84,0.769862316
58.85,0.818251463
58.86,0.869427322
58.87,0.95361318
58.88,0.908221943
58.89,0.513276465
58.9,2.338338613
58.91,2.953348847
58.92,1.479451267
58.93,0.735318295
58.94,0.230932201
58.95,1.007752854
58.96,1.202117569
58.97,1.094851834
58.98,1.043181643
58.99,0.756651574
59,0.621696302
59.01,0.528208088
59.02,0.511808114
59.03,0.463265024
59.04,0.455204583
59.05,0.42987927
59.06,0.2976515
59.07,0.166685917
59.08,0.205086696
59.09,0.417801967
59.1,0.74850397
59.11,1.003459386
59.12,1.230054646
59.13,1.384711943
59.14,1.41390103
59.15,1.370815294
59.16,1.250334831
59.17,1.061215268
59.18,0.851607624
59.19,0.81856884
59.2,0.779269156
59.21,0.774976279
59.22,0.857741642
59.23,0.880220861
59.24,0.774628757
59.25,0.561991313
59.26,1.738228147
59.27,2.746666168
59.28,1.020928874
59.29,0.832088282
59.3,0.564629306
59.31,1.14191402
59.32,1.934533024
59.33,1.088296331
59.34,1.004951595
59.35,1.011060494
59.36,0.744081172
59.37,0.726870054
59.38,0.728371849
59.39,0.616003573
59.4,0.523296377
59.41,0.46398878
59.42,0.40703224
59.43,0.27670179
59.44,0.16684999
59.45,0.152201473
59.46,0.358544
59.47,0.622035224
59.48,0.900332141
59.49,1.112641942
59.5,1.223045582
59.51,1.281270214
59.52,1.215865887
59.53,0.992544497
59.54,0.862631826
59.55,0.812064827
59.56,0.76265063
59.57,0.768877501
59.58,0.842998387
59.59,0.940940273
59.6,0.977669921
59.61,0.677083497
59.62,0.736714289
59.63,2.615089894
59.64,2.059116174
59.65,1.173733512
59.66,0.857070081
59.67,0.304310354
59.68,1.214281271
59.69,1.620492043
59.7,1.065086554
59.71,0.879144889
59.72,0.766173856
59.73,0.635185529
59.74,0.538054532
59.75,0.554018402
59.76,0.530314799
59.77,0.383743435
59.78,0.298892315
59.79,0.220637543
59.8,0.172005266
59.81,0.308866245
59.82,0.584244588
59.83,0.894357879
59.84,1.079009232
59.85,1.212930972
59.86,1.371469322
59.87,1.426275125
59.88,1.362106714
59.89,1.303741465
59.9,1.240982204
59.91,0.890277558
59.92,0.575884697
59.93,0.603175303
59.94,0.830169973
59.95,0.880675729
59.96,0.7946746
59.97,0.448325301
59.98,2.277261427
59.99,2.562914315
60,0.813190296
60.01,0.814764268
60.02,0.497838705
60.03,1.321932854
60.04,1.67752151
60.05,0.955646796
60.06,1.007437675
60.07,1.123658612
60.08,0.908629663
60.09,0.816201101
60.1,0.74300015
60.11,0.630705
60.12,0.544203589
60.13,0.455020418
60.14,0.320490792
60.15,0.198502739
60.16,0.207072603
60.17,0.392506178
60.18,0.625701494
60.19,0.850647564
60.2,1.04561538
60.21,1.251792674
60.22,1.31698882
60.23,1.320217397
60.24,1.091428207
60.25,0.952112771
60.26,0.867660855
60.27,0.757695014
60.28,0.67634998
60.29,0.719544926
60.3,0.835626315
60.31,0.9569736
60.32,0.959261816
60.33,0.571212102
60.34,1.787770476
60.35,3.204602025
60.36,1.717559223
60.37,0.74979787
60.38,1.169231722
60.39,0.335123382
60.4,1.273481836
60.41,1.41083518
60.42,0.684858096
60.43,0.8083267
60.44,0.843543446
60.45,0.527369769
60.46,0.495134347
60.47,0.533708653
60.48,0.467881718
60.49,0.385645715
60.5,0.31483097
60.51,0.233553124
60.52,0.194593339
60.53,0.296603071
60.54,0.605667102
60.55,0.955206149
60.56,1.189669422
60.57,1.473579236
60.58,1.518869829
60.59,1.503009751
60.6,1.476525842
60.61,1.263102745
60.62,1.001608929
60.63,0.75381196
60.64,0.56788065
60.65,0.452570725
60.66,0.537386778
60.67,0.766970655
60.68,0.810739482
60.69,0.490490534
60.7,1.871490323
60.71,2.587736227
60.72,1.153788677
60.73,0.367764107
60.74,0.93882784
60.75,0.820855058
60.76,2.099230632
60.77,1.326685883
60.78,0.836384108
60.79,1.095392247
60.8,0.895552168
60.81,0.788364417
60.82,0.700766863
60.83,0.635667765
60.84,0.595065149
60.85,0.498922541
60.86,0.370317778
60.87,0.278407064
60.88,0.167269968
60.89,0.223150054
60.9,0.402306559
60.91,0.611930462
60.92,0.877053155
60.93,1.110795061
60.94,1.288902929
60.95,1.386456105
60.96,1.306801348
60.97,1.067666332
60.98,0.790867959
60.99,0.503681513
61,0.529809134
61.01,0.696247354
61.02,0.939259386
61.03,1.087733635
61.04,1.215467663
61.05,1.248341452
61.06,0.849718241
61.07,1.508648691
61.08,3.203659166
61.09,1.744538882
61.1,0.762618449
61.11,1.392120366
61.12,0.368806504
61.13,1.473252041
61.14,1.513258663
61.15,1.017163266
61.16,1.027121235
61.17,0.916594998
61.18,0.652349326
61.19,0.52267964
61.2,0.524305078
61.21,0.505801117
61.22,0.40208235
61.23,0.309276105
61.24,0.217162182
61.25,0.126709227
61.26,0.161048157
61.27,0.422818858
61.28,0.693561209
61.29,0.915053303
61.3,1.14389283
61.31,1.287932017
61.32,1.345924153
61.33,1.474292104
61.34,1.476872384
61.35,1.288957807
61.36,0.870280529
61.37,0.536686757
61.38,0.368996567
61.39,0.582165364
61.4,0.936111062
61.41,1.029127147
61.42,0.878830679
61.43,0.293525113
61.44,2.097447275
61.45,3.262435352
61.46,1.039424265
61.47,0.771166478
61.48,0.360572781
61.49,1.227194904
61.5,2.019548475
61.51,1.083370444
61.52,0.727663141
61.53,0.787341751
61.54,0.786220228
61.55,0.773721567
61.56,0.735641378
61.57,0.614510543
61.58,0.533109163
61.59,0.455614918
61.6,0.331844437
61.61,0.200778676
61.62,0.158031437
61.63,0.314674913
61.64,0.537592878
61.65,0.820293279
61.66,0.99930697
61.67,1.074546682
61.68,1.199977025
61.69,1.296309716
61.7,1.296767357
61.71,1.086261676
61.72,0.759251864
61.73,0.604214129
61.74,0.65785613
61.75,0.805570388
61.76,0.944275125
61.77,1.05005913
61.78,1.10141466
61.79,0.888474473
61.8,0.704100595
61.81,3.038562488
61.82,2.241915555
61.83,0.587191331
61.84,0.550510334
61.85,0.420402151
61.86,1.170465406
61.87,1.306971679
61.88,0.935113218
61.89,0.765103311
61.9,0.656618537
61.91,0.5617364
61.92,0.473659604
61.93,0.520606656
61.94,0.536222343
61.95,0.403261464
61.96,0.278733589
61.97,0.182461055
61.98,0.132901919
61.99,0.157229487
62,0.502138605
62.01,0.88179533
62.02,1.11351166
62.03,1.214721298
62.04,1.398226022
62.05,1.465874065
62.06,1.404218557
62.07,1.276383772
62.08,1.100091674
62.09,0.856216189
62.1,0.661227461
62.11,0.65617643
62.12,0.801030175
62.13,0.931900232
62.14,0.953428256
62.15,0.727137912
62.16,0.763387358
62.17,2.621400427
62.18,2.08461754
62.19,0.776575616
62.2,0.852066188
62.21,1.235849612
62.22,1.375704812
62.23,1.881727699
62.24,1.184458861
62.25,0.983757243
62.26,0.827168635
62.27,0.660615341
62.28,0.699663517
62.29,0.684199227
62.3,0.651800957
62.31,0.480678105
62.32,0.297750821
62.33,0.184319687
62.34,0.11754779
62.35,0.175792319
62.36,0.30005431
62.37,0.459993111
62.38,0.767591388
62.39,0.989976768
62.4,1.123840703
62.41,1.21417757
62.42,1.27833305
62.43,1.173298323
62.44,1.026340379
62.45,0.916345134
62.46,0.815830352
62.47,0.806138662
62.48,0.854843825
62.49,0.93193588
62.5,1.014379352
62.51,1.040605804
62.52,0.715325838
62.53,0.980209037
62.54,2.975807636
62.55,2.504632983
62.56,1.450017481
62.57,0.684694899
62.58,0.578893312
62.59,1.252374702
62.6,1.299005868
62.61,0.941873818
62.62,0.853735971
62.63,0.682880247
62.64,0.475452754
62.65,0.402826015
62.66,0.477177108
62.67,0.519044511
62.68,0.529697063
62.69,0.464281088
62.7,0.230894466
62.71,0.227705267
62.72,0.428926331
62.73,0.646989947
62.74,0.876371068
62.75,1.055464851
62.76,1.2075109
62.77,1.327401183
62.78,1.376125335
62.79,1.408310311
62.8,1.488549969
62.81,1.230058319
62.82,0.785337544
62.83,0.520147827
62.84,0.600472021
62.85,0.825891954
62.86,0.981580451
62.87,0.93254752
62.88,0.504461727
62.89,1.863387825
62.9,4.158941359
62.91,1.705627816
62.92,0.814065775
62.93,0.704565229
62.94,1.267992019
62.95,1.746977635
62.96,1.325892112
62.97,0.872767492
62.98,0.740605301
62.99,0.657476612
63,0.641498531
63.01,0.637518756
63.02,0.638009671
63.03,0.576199843
63.04,0.481678048
63.05,0.316866964
63.06,0.181428639
63.07,0.130614474
63.08,0.29446993
63.09,0.554443548
63.1,0.787535705
63.11,1.001844168
63.12,1.132140331
63.13,1.238195869
63.14,1.285924618
63.15,1.127404693
63.16,0.883547291
63.17,0.749399232
63.18,0.735754769
63.19,0.766954351
63.2,0.853108252
63.21,0.983712185
63.22,1.113745297
63.23,1.12356382
63.24,0.762705228
63.25,1.589903838
63.26,2.926697393
63.27,2.413487062
63.28,0.833830923
63.29,0.751778428
63.3,0.581613809
63.31,1.409468935
63.32,1.257661434
63.33,0.928772182
63.34,0.973544045
63.35,0.724222569
63.36,0.405157937
63.37,0.438977558
63.38,0.546825915
63.39,0.524966947
63.4,0.383441262
63.41,0.245920546
63.42,0.178112894
63.43,0.330419053
63.44,0.48285778
63.45,0.661015077
63.46,0.929952113
63.47,1.131299023
63.48,1.304013442
63.49,1.45390975
63.5,1.452078475
63.51,1.322500694
63.52,1.136478488
63.53,0.91648101
63.54,0.65344585
63.55,0.45246202
63.56,0.472102844
63.57,0.717170135
63.58,0.894557652
63.59,0.842633824
63.6,0.826130844
63.61,2.259109722
63.62,2.447555038
63.63,0.569546722
63.64,1.034913337
63.65,0.524004497
63.66,1.510931614
63.67,1.66353793
63.68,0.983930261
63.69,0.914144164
63.7,0.868884456
63.71,0.78275929
63.72,0.663279219
63.73,0.502134514
63.74,0.471502231
63.75,0.483721179
63.76,0.400968827
63.77,0.294470031
63.78,0.214107865
63.79,0.301888541
63.8,0.554102674
63.81,0.794598305
63.82,0.974209567
63.83,1.1746269
63.84,1.315208968
63.85,1.279412249
63.86,1.029334605
63.87,0.802239233
63.88,0.707598051
63.89,0.704248239
63.9,0.828855532
63.91,0.98482698
63.92,1.116233413
63.93,1.226547324
63.94,1.184103722
63.95,0.853428912
63.96,1.438456276
63.97,3.581349131
63.98,2.185695507
63.99,1.029006988
64,1.294295844
64.01,0.737910739
64.02,1.565563172
64.03,1.686255605
64.04,0.904070224
64.05,0.907253838
64.06,1.001578741
64.07,0.615175321
64.08,0.382515296
64.09,0.456543332
64.1,0.502802309
64.11,0.40221317
64.12,0.244967802
64.13,0.1054734
64.14,0.157844416
64.15,0.360760685
64.16,0.699076045
64.17,0.982303777
64.18,1.157443041
64.19,1.366722265
64.2,1.440033378
64.21,1.393176645
64.22,1.32972496
64.23,1.193046804
64.24,0.881292857
64.25,0.661073246
64.26,0.574109358
64.27,0.691139484
64.28,0.932870143
64.29,1.106758255
64.3,1.125696203
64.31,0.904338256
64.32,1.690324205
64.33,2.942661961
64.34,1.869489062
64.35,0.504598364
64.36,0.690205355
64.37,1.494420898
64.38,1.904033286
64.39,1.053048605
64.4,0.955046875
64.41,1.031945788
64.42,0.863080037
64.43,0.720674274
64.44,0.559304989
64.45,0.521553097
64.46,0.502224741
64.47,0.43286467
64.48,0.337220785
64.49,0.234504869
64.5,0.134237459
64.51,0.25833001
64.52,0.426188344
